latitude,longitude,date,time,confidence,latitude_clean,longitude_clean
38.26,15.54,2023-07-25,1214,h,38.13,15.25
38.26,15.53,2023-07-25,1214,h,38.13,15.25
38.27,15.53,2023-07-25,1214,h,38.13,15.25
38.27,15.54,2023-07-25,1214,h,38.13,15.25
38.28,15.55,2023-07-25,1214,h,38.13,15.25
38.28,15.55,2023-07-25,1214,h,38.13,15.25
39.5,16.37,2023-07-25,1214,h,39.41,16.25
40.25,18.2,2023-07-25,1214,h,40.03,18.0
37.96,15.34,2023-07-26,33,h,37.69,14.99
37.15,14.98,2023-07-26,35,h,37.15,14.87
40.07,18.35,2023-07-27,1136,h,40.03,18.0
39.98,9.58,2023-07-27,1316,h,39.85,9.51
43.84,7.54,2023-07-27,1318,h,43.84,7.54
44.94,7.51,2023-07-27,1318,h,44.94,7.51
37.21,15.17,2023-07-28,137,h,36.98,15.08
40.46,17.28,2023-07-28,1119,h,40.43,17.2
39.61,8.86,2023-07-28,1257,h,39.59,8.86
41.78,12.61,2023-07-29,1058,h,41.78,12.61
41.78,12.61,2023-07-29,1058,h,41.78,12.61
41.14,15.79,2023-07-29,1240,h,40.89,15.59
41.8,15.11,2023-07-29,1240,h,41.79,14.87
40.35,17.65,2023-07-30,1041,h,40.35,17.63
40.66,17.63,2023-07-30,1041,h,40.35,17.63
40.66,17.63,2023-07-30,1041,h,40.35,17.63
37.47,13.5,2023-07-30,1219,h,37.41,13.32
37.21,13.92,2023-07-31,1200,h,37.15,13.66
37.21,13.92,2023-07-31,1200,h,37.15,13.66
39.25,9.2,2023-08-01,1323,h,39.08,9.02
37.16,14.16,2023-08-02,1121,h,36.98,14.04
37.17,14.17,2023-08-02,1121,h,36.98,14.04
37.16,14.18,2023-08-02,1304,h,36.98,14.04
37.16,14.19,2023-08-02,1304,h,36.98,14.04
37.18,14.18,2023-08-02,1304,h,36.98,14.04
37.18,14.19,2023-08-02,1304,h,36.98,14.04
37.19,14.19,2023-08-02,1304,h,36.98,14.04
37.41,13.98,2023-08-02,1304,h,37.15,13.66
37.41,13.98,2023-08-02,1304,h,37.15,13.66
37.95,12.61,2023-08-02,1304,h,37.77,12.55
39.34,8.93,2023-08-02,1304,h,39.27,8.76
37.69,15.17,2023-08-03,1104,h,37.69,14.99
37.69,15.17,2023-08-03,1104,h,37.69,14.99
38.94,17.07,2023-08-03,1104,h,38.94,16.88
40.68,16.75,2023-08-03,1104,h,40.32,16.37
40.68,16.75,2023-08-03,1104,h,40.32,16.37
41.02,16.0,2023-08-03,1104,h,40.74,15.67
41.24,15.8,2023-08-03,1104,h,41.24,15.55
41.64,15.5,2023-08-03,1104,h,41.33,15.46
41.65,15.56,2023-08-03,1104,h,41.33,15.46
37.3,14.04,2023-08-03,1244,h,37.15,13.66
37.31,14.04,2023-08-03,1244,h,37.15,13.66
37.57,14.3,2023-08-03,1244,h,37.33,14.03
40.45,17.31,2023-08-03,1246,h,40.43,17.2
40.45,17.31,2023-08-03,1246,h,40.43,17.2
40.46,17.31,2023-08-03,1246,h,40.43,17.2
40.81,16.56,2023-08-03,1246,h,40.51,16.33
40.81,16.56,2023-08-03,1246,h,40.51,16.33
40.81,16.56,2023-08-03,1246,h,40.51,16.33
41.0,15.75,2023-08-03,1246,h,40.74,15.67
41.0,15.75,2023-08-03,1246,h,40.74,15.67
41.1,15.59,2023-08-03,1246,h,41.1,15.28
41.1,15.59,2023-08-03,1246,h,41.1,15.28
39.07,17.1,2023-08-04,1045,h,38.94,16.88
39.07,17.1,2023-08-04,1045,h,38.94,16.88
40.92,16.13,2023-08-04,1045,h,40.84,16.13
40.93,16.13,2023-08-04,1045,h,40.84,16.13
41.46,15.36,2023-08-04,1045,h,41.46,15.03
41.54,15.55,2023-08-04,1045,h,41.24,15.55
41.82,15.13,2023-08-04,1045,h,41.79,14.87
39.35,9.56,2023-08-06,26,h,39.18,9.56
39.85,9.51,2023-08-06,206,h,39.85,9.51
39.27,9.57,2023-08-06,1147,h,39.18,9.56
39.13,8.47,2023-08-06,1329,h,39.08,8.47
39.13,8.47,2023-08-06,1329,h,39.08,8.47
